v,imgt,species,added
IGHV3-14,IGHV3-14*01,Canis_lupus_familiaris,
IGHV3-16,IGHV3-16*01,Canis_lupus_familiaris,
IGHV3-18,IGHV3-18*01,Canis_lupus_familiaris,
IGHV3-19,IGHV3-19*01,Canis_lupus_familiaris,
IGHV3-2,IGHV3-2*01,Canis_lupus_familiaris,
IGHV3-21,IGHV3-21*01,Canis_lupus_familiaris,
IGHV3-21-1,IGHV3-21-1*01,Canis_lupus_familiaris,
IGHV3-23,IGHV3-23*01,Canis_lupus_familiaris,
IGHV3-24,IGHV3-24*01,Canis_lupus_familiaris,
IGHV3-25,IGHV3-25*01,Canis_lupus_familiaris,
IGHV3-26,IGHV3-26*01,Canis_lupus_familiaris,
IGHV3-3,IGHV3-3*01,Canis_lupus_familiaris,
IGHV3-31,IGHV3-31*01,Canis_lupus_familiaris,
IGHV3-32,IGHV3-32*01,Canis_lupus_familiaris,
IGHV3-33,IGHV3-33*01,Canis_lupus_familiaris,
IGHV3-34,IGHV3-34*01,Canis_lupus_familiaris,
IGHV3-35,IGHV3-35*01,Canis_lupus_familiaris,
IGHV3-36,IGHV3-36*01,Canis_lupus_familiaris,
IGHV3-37,IGHV3-37*01,Canis_lupus_familiaris,
IGHV3-38,IGHV3-38*01,Canis_lupus_familiaris,
IGHV3-39,IGHV3-39*01,Canis_lupus_familiaris,
IGHV3-41,IGHV3-41*01,Canis_lupus_familiaris,
IGHV3-43,IGHV3-43*01,Canis_lupus_familiaris,
IGHV3-44,IGHV3-44*01,Canis_lupus_familiaris,
IGHV3-45,IGHV3-45*01,Canis_lupus_familiaris,
IGHV3-46,IGHV3-46*01,Canis_lupus_familiaris,
IGHV3-47,IGHV3-47*01,Canis_lupus_familiaris,
IGHV3-47-1,IGHV3-47-1*01,Canis_lupus_familiaris,
IGHV3-5,IGHV3-5*01,Canis_lupus_familiaris,
IGHV3-50,IGHV3-50*01,Canis_lupus_familiaris,
IGHV3-52,IGHV3-52*01,Canis_lupus_familiaris,
IGHV3-54,IGHV3-54*01,Canis_lupus_familiaris,
IGHV3-58,IGHV3-58*01,Canis_lupus_familiaris,
IGHV3-6,IGHV3-6*01,Canis_lupus_familiaris,
IGHV3-60,IGHV3-60*01,Canis_lupus_familiaris,
IGHV3-61,IGHV3-61*01,Canis_lupus_familiaris,
IGHV3-67,IGHV3-67*01,Canis_lupus_familiaris,
IGHV3-69,IGHV3-69*01,Canis_lupus_familiaris,
IGHV3-7,IGHV3-7*01,Canis_lupus_familiaris,
IGHV3-70,IGHV3-70*01,Canis_lupus_familiaris,
IGHV3-72,IGHV3-72*01,Canis_lupus_familiaris,
IGHV3-75,IGHV3-75*01,Canis_lupus_familiaris,
IGHV3-76,IGHV3-76*01,Canis_lupus_familiaris,
IGHV3-78,IGHV3-78*01,Canis_lupus_familiaris,
IGHV3-8,IGHV3-8*01,Canis_lupus_familiaris,
IGHV3-80,IGHV3-80*01,Canis_lupus_familiaris,
IGHV3-81,IGHV3-81*01,Canis_lupus_familiaris,
IGHV3-82,IGHV3-82*01,Canis_lupus_familiaris,
IGHV3-83,IGHV3-83*01,Canis_lupus_familiaris,
IGHV3-9,IGHV3-9*01,Canis_lupus_familiaris,
IGHV4-1,IGHV4-1*01,Canis_lupus_familiaris,
IGKV2-10,IGKV2-10*01,Canis_lupus_familiaris,
IGKV2-11,IGKV2-11*01,Canis_lupus_familiaris,
IGKV2-11,IGKV2-11*02,Canis_lupus_familiaris,
IGKV2-12,IGKV2-12*02,Canis_lupus_familiaris,
IGKV2-13,IGKV2-13*02,Canis_lupus_familiaris,
IGKV2-16,IGKV2-16*01,Canis_lupus_familiaris,
IGKV2-20,IGKV2-20*01,Canis_lupus_familiaris,
IGKV2-20,IGKV2-20*02,Canis_lupus_familiaris,
IGKV2-4,IGKV2-4*01,Canis_lupus_familiaris,
IGKV2-4,IGKV2-4*02,Canis_lupus_familiaris,
IGKV2-5,IGKV2-5*01,Canis_lupus_familiaris,
IGKV2-5,IGKV2-5*02,Canis_lupus_familiaris,
IGKV2-8,IGKV2-8*01,Canis_lupus_familiaris,
IGKV2S13,IGKV2S13*01,Canis_lupus_familiaris,
IGKV3-18,IGKV3-18*01,Canis_lupus_familiaris,
IGKV3-18,IGKV3-18*02,Canis_lupus_familiaris,
IGKV4-1,IGKV4-1*01,Canis_lupus_familiaris,
IGKV4-15,IGKV4-15*01,Canis_lupus_familiaris,
IGLV1-100,IGLV1-100*01,Canis_lupus_familiaris,
IGLV1-103,IGLV1-103*01,Canis_lupus_familiaris,
IGLV1-104,IGLV1-104*01,Canis_lupus_familiaris,
IGLV1-106,IGLV1-106*01,Canis_lupus_familiaris,
IGLV1-111,IGLV1-111*01,Canis_lupus_familiaris,
IGLV1-112,IGLV1-112*01,Canis_lupus_familiaris,
IGLV1-113-1,IGLV1-113-1*01,Canis_lupus_familiaris,
IGLV1-114,IGLV1-114*01,Canis_lupus_familiaris,
IGLV1-115,IGLV1-115*01,Canis_lupus_familiaris,
IGLV1-116,IGLV1-116*01,Canis_lupus_familiaris,
IGLV1-118,IGLV1-118*01,Canis_lupus_familiaris,
IGLV1-118-2,IGLV1-118-2*01,Canis_lupus_familiaris,
IGLV1-125,IGLV1-125*01,Canis_lupus_familiaris,
IGLV1-129,IGLV1-129*01,Canis_lupus_familiaris,
IGLV1-130,IGLV1-130*01,Canis_lupus_familiaris,
IGLV1-132,IGLV1-132*01,Canis_lupus_familiaris,
IGLV1-135,IGLV1-135*01,Canis_lupus_familiaris,
IGLV1-136,IGLV1-136*01,Canis_lupus_familiaris,
IGLV1-138,IGLV1-138*01,Canis_lupus_familiaris,
IGLV1-139,IGLV1-139*01,Canis_lupus_familiaris,
IGLV1-141,IGLV1-141*01,Canis_lupus_familiaris,
IGLV1-143,IGLV1-143*01,Canis_lupus_familiaris,
IGLV1-144,IGLV1-144*01,Canis_lupus_familiaris,
IGLV1-146,IGLV1-146*01,Canis_lupus_familiaris,
IGLV1-147,IGLV1-147*01,Canis_lupus_familiaris,
IGLV1-149,IGLV1-149*01,Canis_lupus_familiaris,
IGLV1-150,IGLV1-150*01,Canis_lupus_familiaris,
IGLV1-151,IGLV1-151*01,Canis_lupus_familiaris,
IGLV1-152,IGLV1-152*01,Canis_lupus_familiaris,
IGLV1-155,IGLV1-155*01,Canis_lupus_familiaris,
IGLV1-157,IGLV1-157*01,Canis_lupus_familiaris,
IGLV1-158,IGLV1-158*01,Canis_lupus_familiaris,
IGLV1-159,IGLV1-159*01,Canis_lupus_familiaris,
IGLV1-160,IGLV1-160*01,Canis_lupus_familiaris,
IGLV1-162,IGLV1-162*01,Canis_lupus_familiaris,
IGLV1-37,IGLV1-37*01,Canis_lupus_familiaris,
IGLV1-41,IGLV1-41*01,Canis_lupus_familiaris,
IGLV1-44,IGLV1-44*01,Canis_lupus_familiaris,
IGLV1-45,IGLV1-45*01,Canis_lupus_familiaris,
IGLV1-48,IGLV1-48*01,Canis_lupus_familiaris,
IGLV1-49,IGLV1-49*01,Canis_lupus_familiaris,
IGLV1-50,IGLV1-50*01,Canis_lupus_familiaris,
IGLV1-54,IGLV1-54*01,Canis_lupus_familiaris,
IGLV1-56,IGLV1-56*01,Canis_lupus_familiaris,
IGLV1-57,IGLV1-57*01,Canis_lupus_familiaris,
IGLV1-66,IGLV1-66*01,Canis_lupus_familiaris,
IGLV1-68,IGLV1-68*01,Canis_lupus_familiaris,
IGLV1-69,IGLV1-69*01,Canis_lupus_familiaris,
IGLV1-72,IGLV1-72*01,Canis_lupus_familiaris,
IGLV1-75,IGLV1-75*01,Canis_lupus_familiaris,
IGLV1-78,IGLV1-78*01,Canis_lupus_familiaris,
IGLV1-80,IGLV1-80*01,Canis_lupus_familiaris,
IGLV1-81,IGLV1-81*01,Canis_lupus_familiaris,
IGLV1-82,IGLV1-82*01,Canis_lupus_familiaris,
IGLV1-84,IGLV1-84*01,Canis_lupus_familiaris,
IGLV1-84-1,IGLV1-84-1*01,Canis_lupus_familiaris,
IGLV1-86,IGLV1-86*01,Canis_lupus_familiaris,
IGLV1-87,IGLV1-87*01,Canis_lupus_familiaris,
IGLV1-89,IGLV1-89*01,Canis_lupus_familiaris,
IGLV1-89-2,IGLV1-89-2*01,Canis_lupus_familiaris,
IGLV1-92,IGLV1-92*01,Canis_lupus_familiaris,
IGLV1-94,IGLV1-94*01,Canis_lupus_familiaris,
IGLV1-96,IGLV1-96*01,Canis_lupus_familiaris,
IGLV1-97-4,IGLV1-97-4*01,Canis_lupus_familiaris,
IGLV1-98,IGLV1-98*01,Canis_lupus_familiaris,
IGLV2-31,IGLV2-31*01,Canis_lupus_familiaris,
IGLV2-31-1,IGLV2-31-1*01,Canis_lupus_familiaris,
IGLV2-32,IGLV2-32*01,Canis_lupus_familiaris,
IGLV3-11,IGLV3-11*01,Canis_lupus_familiaris,
IGLV3-13,IGLV3-13*01,Canis_lupus_familiaris,
IGLV3-14,IGLV3-14*01,Canis_lupus_familiaris,
IGLV3-15,IGLV3-15*01,Canis_lupus_familiaris,
IGLV3-19,IGLV3-19*01,Canis_lupus_familiaris,
IGLV3-21,IGLV3-21*01,Canis_lupus_familiaris,
IGLV3-23,IGLV3-23*01,Canis_lupus_familiaris,
IGLV3-24,IGLV3-24*01,Canis_lupus_familiaris,
IGLV3-25,IGLV3-25*01,Canis_lupus_familiaris,
IGLV3-26,IGLV3-26*01,Canis_lupus_familiaris,
IGLV3-27,IGLV3-27*01,Canis_lupus_familiaris,
IGLV3-28,IGLV3-28*01,Canis_lupus_familiaris,
IGLV3-29,IGLV3-29*01,Canis_lupus_familiaris,
IGLV3-30,IGLV3-30*01,Canis_lupus_familiaris,
IGLV3-7,IGLV3-7*01,Canis_lupus_familiaris,
IGLV3-8,IGLV3-8*01,Canis_lupus_familiaris,
IGLV4-10,IGLV4-10*01,Canis_lupus_familiaris,
IGLV4-16,IGLV4-16*01,Canis_lupus_familiaris,
IGLV4-20,IGLV4-20*01,Canis_lupus_familiaris,
IGLV4-22,IGLV4-22*01,Canis_lupus_familiaris,
IGLV4-5,IGLV4-5*01,Canis_lupus_familiaris,
IGLV4-6,IGLV4-6*01,Canis_lupus_familiaris,
IGLV5-109,IGLV5-109*01,Canis_lupus_familiaris,
IGLV5-131,IGLV5-131*01,Canis_lupus_familiaris,
IGLV5-64,IGLV5-64*01,Canis_lupus_familiaris,
IGLV5-85,IGLV5-85*01,Canis_lupus_familiaris,
IGLV8-102,IGLV8-102*01,Canis_lupus_familiaris,
IGLV8-108,IGLV8-108*01,Canis_lupus_familiaris,
IGLV8-113,IGLV8-113*01,Canis_lupus_familiaris,
IGLV8-119,IGLV8-119*01,Canis_lupus_familiaris,
IGLV8-121,IGLV8-121*01,Canis_lupus_familiaris,
IGLV8-128,IGLV8-128*01,Canis_lupus_familiaris,
IGLV8-142,IGLV8-142*01,Canis_lupus_familiaris,
IGLV8-150-1,IGLV8-150-1*01,Canis_lupus_familiaris,
IGLV8-153,IGLV8-153*01,Canis_lupus_familiaris,
IGLV8-161,IGLV8-161*01,Canis_lupus_familiaris,
IGLV8-36,IGLV8-36*01,Canis_lupus_familiaris,
IGLV8-39,IGLV8-39*01,Canis_lupus_familiaris,
IGLV8-40,IGLV8-40*01,Canis_lupus_familiaris,
IGLV8-43,IGLV8-43*01,Canis_lupus_familiaris,
IGLV8-74-1,IGLV8-74-1*01,Canis_lupus_familiaris,
IGLV8-93,IGLV8-93*01,Canis_lupus_familiaris,
IGLV8-99,IGLV8-99*01,Canis_lupus_familiaris,
TRAV10,TRAV10*01,Canis_lupus_familiaris,
TRAV12,TRAV12*01,Canis_lupus_familiaris,
TRAV17,TRAV17*01,Canis_lupus_familiaris,
TRAV19,TRAV19*01,Canis_lupus_familiaris,
TRAV21,TRAV21*01,Canis_lupus_familiaris,
TRAV22,TRAV22*01,Canis_lupus_familiaris,
TRAV23,TRAV23*01,Canis_lupus_familiaris,
TRAV24,TRAV24*01,Canis_lupus_familiaris,
TRAV25,TRAV25*01,Canis_lupus_familiaris,
TRAV27,TRAV27*01,Canis_lupus_familiaris,
TRAV28,TRAV28*01,Canis_lupus_familiaris,
TRAV29,TRAV29*01,Canis_lupus_familiaris,
TRAV33,TRAV33*01,Canis_lupus_familiaris,
TRAV34,TRAV34*01,Canis_lupus_familiaris,
TRAV35,TRAV35*01,Canis_lupus_familiaris,
TRAV37,TRAV37*01,Canis_lupus_familiaris,
TRAV40,TRAV40*01,Canis_lupus_familiaris,
TRAV43-4,TRAV43-4*01,Canis_lupus_familiaris,
TRAV43-5,TRAV43-5*01,Canis_lupus_familiaris,
TRAV43-6,TRAV43-6*01,Canis_lupus_familiaris,
TRAV46,TRAV46*01,Canis_lupus_familiaris,
TRAV8-2,TRAV8-2*01,Canis_lupus_familiaris,
TRAV9-10,TRAV9-10*01,Canis_lupus_familiaris,
TRAV9-11,TRAV9-11*01,Canis_lupus_familiaris,
TRAV9-12,TRAV9-12*01,Canis_lupus_familiaris,
TRAV9-13,TRAV9-13*01,Canis_lupus_familiaris,
TRAV9-4,TRAV9-4*01,Canis_lupus_familiaris,
TRAV9-7,TRAV9-7*01,Canis_lupus_familiaris,
TRAV9-8,TRAV9-8*01,Canis_lupus_familiaris,
TRAV9-9,TRAV9-9*01,Canis_lupus_familiaris,
TRBV18,TRBV18*01,Canis_lupus_familiaris,
TRBV21,TRBV21*01,Canis_lupus_familiaris,
TRBV3-1,TRBV3-1*01,Canis_lupus_familiaris,
TRBV3-2,TRBV3-2*01,Canis_lupus_familiaris,
TRBV3-3,TRBV3-3*01,Canis_lupus_familiaris,
TRBV4-1,TRBV4-1*01,Canis_lupus_familiaris,
TRBV4-2,TRBV4-2*01,Canis_lupus_familiaris,
TRBV4-3,TRBV4-3*01,Canis_lupus_familiaris,
TRBV4-4,TRBV4-4*01,Canis_lupus_familiaris,
TRBV5-4,TRBV5-4*01,Canis_lupus_familiaris,
TRBV7,TRBV7*01,Canis_lupus_familiaris,
TRDV5,TRDV5*01,Canis_lupus_familiaris,
TRGV2-2,TRGV2-2*01,Canis_lupus_familiaris,
TRGV2-3,TRGV2-3*01,Canis_lupus_familiaris,
TRGV2-4,TRGV2-4*01,Canis_lupus_familiaris,
TRGV7-2,TRGV7-2*01,Canis_lupus_familiaris,
TRGV7-3,TRGV7-3*01,Canis_lupus_familiaris,
IGKV1-17,IGKV1-17*01,Capra_hircus,
IGKV1-21,IGKV1-21*01,Capra_hircus,
IGKV1-6,IGKV1-6*01,Capra_hircus,
IGKV2-14,IGKV2-14*01,Capra_hircus,
IGLV1-17,IGLV1-17*01,Capra_hircus,
IGLV1-23,IGLV1-23*01,Capra_hircus,
IGLV1-27,IGLV1-27*01,Capra_hircus,
IGLV1-30,IGLV1-30*01,Capra_hircus,
IGLV1-34,IGLV1-34*01,Capra_hircus,
IGLV1-39,IGLV1-39*01,Capra_hircus,
IGLV1-53,IGLV1-53*01,Capra_hircus,
IGLV1-59,IGLV1-59*01,Capra_hircus,
IGLV1-62,IGLV1-62*01,Capra_hircus,
IGLV2-10,IGLV2-10*01,Capra_hircus,
IGLV2-11,IGLV2-11*01,Capra_hircus,
IGLV2-12,IGLV2-12*01,Capra_hircus,
IGLV2-13,IGLV2-13*01,Capra_hircus,
IGLV2-14,IGLV2-14*01,Capra_hircus,
IGLV5-25,IGLV5-25*01,Capra_hircus,
IGLV5-55,IGLV5-55*01,Capra_hircus,
IGLV5-71,IGLV5-71*01,Capra_hircus,
IGLV5-73,IGLV5-73*01,Capra_hircus,
IGLV8-28,IGLV8-28*01,Capra_hircus,
IGLV8-41,IGLV8-41*01,Capra_hircus,
IGLV8-51,IGLV8-51*01,Capra_hircus,
IGHV1-1,IGHV1-1*01,Danio_rerio,
IGHV1-2,IGHV1-2*01,Danio_rerio,
IGHV1-3,IGHV1-3*01,Danio_rerio,
IGHV1-4,IGHV1-4*01,Danio_rerio,
IGHV1-5,IGHV1-5*01,Danio_rerio,
IGHV10-1,IGHV10-1*01,Danio_rerio,
IGHV11-1,IGHV11-1*01,Danio_rerio,
IGHV11-2,IGHV11-2*01,Danio_rerio,
IGHV12-1,IGHV12-1*01,Danio_rerio,
IGHV13-2,IGHV13-2*01,Danio_rerio,
IGHV14-1,IGHV14-1*01,Danio_rerio,
IGHV2-1,IGHV2-1*01,Danio_rerio,
IGHV2-2,IGHV2-2*01,Danio_rerio,
IGHV2-3,IGHV2-3*01,Danio_rerio,
IGHV4-2,IGHV4-2*01,Danio_rerio,
IGHV4-3,IGHV4-3*01,Danio_rerio,
IGHV4-5,IGHV4-5*01,Danio_rerio,
IGHV4-6,IGHV4-6*01,Danio_rerio,
IGHV4-7,IGHV4-7*01,Danio_rerio,
IGHV4-8,IGHV4-8*01,Danio_rerio,
IGHV4-9,IGHV4-9*01,Danio_rerio,
IGHV5-1,IGHV5-1*01,Danio_rerio,
IGHV5-2,IGHV5-2*01,Danio_rerio,
IGHV5-3,IGHV5-3*01,Danio_rerio,
IGHV5-4,IGHV5-4*01,Danio_rerio,
IGHV5-5,IGHV5-5*01,Danio_rerio,
IGHV5-7,IGHV5-7*01,Danio_rerio,
IGHV5-8,IGHV5-8*01,Danio_rerio,
IGHV6-1,IGHV6-1*01,Danio_rerio,
IGHV6-2,IGHV6-2*01,Danio_rerio,
IGHV7-1,IGHV7-1*01,Danio_rerio,
IGHV8-1,IGHV8-1*01,Danio_rerio,
IGHV8-2,IGHV8-2*01,Danio_rerio,
IGHV8-3,IGHV8-3*01,Danio_rerio,
IGHV8-4,IGHV8-4*01,Danio_rerio,
IGHV9-1,IGHV9-1*01,Danio_rerio,
IGHV9-2,IGHV9-2*01,Danio_rerio,
IGHV9-3,IGHV9-3*01,Danio_rerio,
IGHV9-4,IGHV9-4*01,Danio_rerio,
IGIV1-1,IGIV1-1*01,Danio_rerio,
IGIV1-2,IGIV1-2*01,Danio_rerio,
IGIV2,IGIV2*01,Danio_rerio,
IGIV3-1,IGIV3-1*01,Danio_rerio,
IGIV3-3,IGIV3-3*01,Danio_rerio,
IGIV4-1,IGIV4-1*01,Danio_rerio,
IGIV6S1,IGIV6S1*01,Danio_rerio,
IGIV6S2,IGIV6S2*01,Danio_rerio,
IGIV7S1,IGIV7S1*01,Danio_rerio,
IGIV7S2,IGIV7S2*01,Danio_rerio,
IGIV8S1,IGIV8S1*01,Danio_rerio,
TRAV1-1,TRAV1-1*01,Danio_rerio,
TRAV1-1,TRAV1-1*02,Danio_rerio,
TRAV10-1,TRAV10-1*02,Danio_rerio,
TRAV10-2,TRAV10-2*02,Danio_rerio,
TRAV10-4,TRAV10-4*01,Danio_rerio,
TRAV11-1,TRAV11-1*02,Danio_rerio,
TRAV11-2,TRAV11-2*01,Danio_rerio,
TRAV11-3,TRAV11-3*02,Danio_rerio,
TRAV11-4,TRAV11-4*01,Danio_rerio,
TRAV11-4,TRAV11-4*02,Danio_rerio,
TRAV11-4,TRAV11-4*03,Danio_rerio,
TRAV11-5,TRAV11-5*01,Danio_rerio,
TRAV11-5,TRAV11-5*02,Danio_rerio,
TRAV11-5,TRAV11-5*03,Danio_rerio,
TRAV11-6,TRAV11-6*02,Danio_rerio,
TRAV13-2,TRAV13-2*01,Danio_rerio,
TRAV13-2,TRAV13-2*02,Danio_rerio,
TRAV13-3,TRAV13-3*01,Danio_rerio,
TRAV13-3,TRAV13-3*02,Danio_rerio,
TRAV15-1,TRAV15-1*01,Danio_rerio,
TRAV16-1/DV1-1,TRAV16-1/DV1-1*01,Danio_rerio,
TRAV17-1,TRAV17-1*02,Danio_rerio,
TRAV18-10,TRAV18-10*01,Danio_rerio,
TRAV18-10,TRAV18-10*02,Danio_rerio,
TRAV18-10,TRAV18-10*03,Danio_rerio,
TRAV18-11,TRAV18-11*01,Danio_rerio,
TRAV18-11,TRAV18-11*02,Danio_rerio,
TRAV18-11,TRAV18-11*03,Danio_rerio,
TRAV18-11,TRAV18-11*04,Danio_rerio,
TRAV18-12,TRAV18-12*01,Danio_rerio,
TRAV18-12,TRAV18-12*02,Danio_rerio,
TRAV18-12,TRAV18-12*03,Danio_rerio,
TRAV18-2,TRAV18-2*02,Danio_rerio,
TRAV18-3,TRAV18-3*01,Danio_rerio,
TRAV18-6,TRAV18-6*01,Danio_rerio,
TRAV18-7,TRAV18-7*01,Danio_rerio,
TRAV18-7,TRAV18-7*02,Danio_rerio,
TRAV18-8,TRAV18-8*01,Danio_rerio,
TRAV18-8,TRAV18-8*02,Danio_rerio,
TRAV18-9,TRAV18-9*01,Danio_rerio,
TRAV18-9,TRAV18-9*02,Danio_rerio,
TRAV18-9,TRAV18-9*03,Danio_rerio,
TRAV19-1,TRAV19-1*02,Danio_rerio,
TRAV2-1,TRAV2-1*02,Danio_rerio,
TRAV20-2,TRAV20-2*01,Danio_rerio,
TRAV20-3,TRAV20-3*02,Danio_rerio,
TRAV21-2,TRAV21-2*01,Danio_rerio,
TRAV21-5,TRAV21-5*01,Danio_rerio,
TRAV22-2,TRAV22-2*02,Danio_rerio,
TRAV22-3/DV2-1,TRAV22-3/DV2-1*01,Danio_rerio,
TRAV22-3/DV2-1,TRAV22-3/DV2-1*02,Danio_rerio,
TRAV22-4/DV2-2,TRAV22-4/DV2-2*01,Danio_rerio,
TRAV22-4/DV2-2,TRAV22-4/DV2-2*02,Danio_rerio,
TRAV22-4/DV2-2,TRAV22-4/DV2-2*03,Danio_rerio,
TRAV24-1,TRAV24-1*02,Danio_rerio,
TRAV24-2,TRAV24-2*03,Danio_rerio,
TRAV25-1,TRAV25-1*02,Danio_rerio,
TRAV25-1,TRAV25-1*03,Danio_rerio,
TRAV25-2,TRAV25-2*02,Danio_rerio,
TRAV25-3,TRAV25-3*02,Danio_rerio,
TRAV25-3,TRAV25-3*03,Danio_rerio,
TRAV26-1,TRAV26-1*01,Danio_rerio,
TRAV26-1,TRAV26-1*02,Danio_rerio,
TRAV26-1,TRAV26-1*03,Danio_rerio,
TRAV26-2,TRAV26-2*01,Danio_rerio,
TRAV26-2,TRAV26-2*02,Danio_rerio,
TRAV26-2,TRAV26-2*03,Danio_rerio,
TRAV27-1,TRAV27-1*01,Danio_rerio,
TRAV27-1,TRAV27-1*02,Danio_rerio,
TRAV27-1,TRAV27-1*03,Danio_rerio,
TRAV29-1,TRAV29-1*02,Danio_rerio,
TRAV29-1,TRAV29-1*03,Danio_rerio,
TRAV29-3,TRAV29-3*01,Danio_rerio,
TRAV29-3,TRAV29-3*02,Danio_rerio,
TRAV29-3,TRAV29-3*03,Danio_rerio,
TRAV3-1,TRAV3-1*02,Danio_rerio,
TRAV30-1,TRAV30-1*01,Danio_rerio,
TRAV30-1,TRAV30-1*02,Danio_rerio,
TRAV30-1,TRAV30-1*03,Danio_rerio,
TRAV31-1,TRAV31-1*01,Danio_rerio,
TRAV31-1,TRAV31-1*02,Danio_rerio,
TRAV31-1,TRAV31-1*03,Danio_rerio,
TRAV32-1,TRAV32-1*01,Danio_rerio,
TRAV32-1,TRAV32-1*02,Danio_rerio,
TRAV33-1,TRAV33-1*01,Danio_rerio,
TRAV33-1,TRAV33-1*02,Danio_rerio,
TRAV33-1,TRAV33-1*03,Danio_rerio,
TRAV34-1,TRAV34-1*01,Danio_rerio,
TRAV34-1,TRAV34-1*02,Danio_rerio,
TRAV34-1,TRAV34-1*03,Danio_rerio,
TRAV35-1,TRAV35-1*02,Danio_rerio,
TRAV35-1,TRAV35-1*03,Danio_rerio,
TRAV36-1,TRAV36-1*01,Danio_rerio,
TRAV36-1,TRAV36-1*02,Danio_rerio,
TRAV36-1,TRAV36-1*03,Danio_rerio,
TRAV37-1,TRAV37-1*01,Danio_rerio,
TRAV37-1,TRAV37-1*02,Danio_rerio,
TRAV39-1,TRAV39-1*02,Danio_rerio,
TRAV4-1,TRAV4-1*01,Danio_rerio,
TRAV4-1,TRAV4-1*02,Danio_rerio,
TRAV4-2,TRAV4-2*01,Danio_rerio,
TRAV4-2,TRAV4-2*02,Danio_rerio,
TRAV4-3,TRAV4-3*01,Danio_rerio,
TRAV4-3,TRAV4-3*02,Danio_rerio,
TRAV4-4,TRAV4-4*01,Danio_rerio,
TRAV4-5,TRAV4-5*01,Danio_rerio,
TRAV4-6,TRAV4-6*01,Danio_rerio,
TRAV4-6,TRAV4-6*02,Danio_rerio,
TRAV4-6,TRAV4-6*03,Danio_rerio,
TRAV4-7,TRAV4-7*01,Danio_rerio,
TRAV4-7,TRAV4-7*02,Danio_rerio,
TRAV4-7,TRAV4-7*03,Danio_rerio,
TRAV40-1,TRAV40-1*01,Danio_rerio,
TRAV40-1,TRAV40-1*02,Danio_rerio,
TRAV41-1,TRAV41-1*01,Danio_rerio,
TRAV41-1,TRAV41-1*02,Danio_rerio,
TRAV42-1,TRAV42-1*01,Danio_rerio,
TRAV42-1,TRAV42-1*02,Danio_rerio,
TRAV42-2,TRAV42-2*01,Danio_rerio,
TRAV42-2,TRAV42-2*02,Danio_rerio,
TRAV43-1,TRAV43-1*02,Danio_rerio,
TRAV43-2,TRAV43-2*02,Danio_rerio,
TRAV44-1,TRAV44-1*02,Danio_rerio,
TRAV44-2,TRAV44-2*02,Danio_rerio,
TRAV44-3,TRAV44-3*02,Danio_rerio,
TRAV45-1,TRAV45-1*02,Danio_rerio,
TRAV46-1,TRAV46-1*01,Danio_rerio,
TRAV46-1,TRAV46-1*02,Danio_rerio,
TRAV47-1,TRAV47-1*01,Danio_rerio,
TRAV47-1,TRAV47-1*02,Danio_rerio,
TRAV48-1,TRAV48-1*01,Danio_rerio,
TRAV48-1,TRAV48-1*02,Danio_rerio,
TRAV49-1,TRAV49-1*01,Danio_rerio,
TRAV5-1,TRAV5-1*01,Danio_rerio,
TRAV5-1,TRAV5-1*02,Danio_rerio,
TRAV50-1,TRAV50-1*01,Danio_rerio,
TRAV51-1,TRAV51-1*01,Danio_rerio,
TRAV52-1,TRAV52-1*01,Danio_rerio,
TRAV53-1,TRAV53-1*01,Danio_rerio,
TRAV54-1,TRAV54-1*01,Danio_rerio,
TRAV55-1,TRAV55-1*01,Danio_rerio,
TRAV56-1,TRAV56-1*01,Danio_rerio,
TRAV57-1,TRAV57-1*01,Danio_rerio,
TRAV58-1,TRAV58-1*01,Danio_rerio,
TRAV59-1,TRAV59-1*01,Danio_rerio,
TRAV6-1,TRAV6-1*02,Danio_rerio,
TRAV6-2,TRAV6-2*01,Danio_rerio,
TRAV6-2,TRAV6-2*02,Danio_rerio,
TRAV6-3,TRAV6-3*01,Danio_rerio,
TRAV6-3,TRAV6-3*02,Danio_rerio,
TRAV6-4,TRAV6-4*01,Danio_rerio,
TRAV6-4,TRAV6-4*02,Danio_rerio,
TRAV6-5,TRAV6-5*01,Danio_rerio,
TRAV6-5,TRAV6-5*02,Danio_rerio,
TRAV6-5,TRAV6-5*03,Danio_rerio,
TRAV60-1,TRAV60-1*01,Danio_rerio,
TRAV61-1,TRAV61-1*01,Danio_rerio,
TRAV62-1,TRAV62-1*01,Danio_rerio,
TRAV62-2,TRAV62-2*01,Danio_rerio,
TRAV62-3,TRAV62-3*01,Danio_rerio,
TRAV62-3,TRAV62-3*02,Danio_rerio,
TRAV63-1,TRAV63-1*01,Danio_rerio,
TRAV63-2,TRAV63-2*01,Danio_rerio,
TRAV63-3,TRAV63-3*01,Danio_rerio,
TRAV63-4,TRAV63-4*01,Danio_rerio,
TRAV63-4,TRAV63-4*02,Danio_rerio,
TRAV64-1,TRAV64-1*01,Danio_rerio,
TRAV64-2,TRAV64-2*02,Danio_rerio,
TRAV65-1,TRAV65-1*01,Danio_rerio,
TRAV65-1,TRAV65-1*02,Danio_rerio,
TRAV65-2,TRAV65-2*01,Danio_rerio,
TRAV65-2,TRAV65-2*02,Danio_rerio,
TRAV66-1,TRAV66-1*01,Danio_rerio,
