v,imgt,species,added,
IGHV5-31,IGHV5-31*01,Rattus_norvegicus,NA,
IGHV5-33,IGHV5-33*01,Rattus_norvegicus,NA,
IGHV5-34,IGHV5-34*01,Rattus_norvegicus,NA,
IGHV5-35,IGHV5-35*01,Rattus_norvegicus,NA,
IGHV5-36,IGHV5-36*01,Rattus_norvegicus,NA,
IGHV5-41,IGHV5-41*01,Rattus_norvegicus,NA,
IGHV5-45,IGHV5-45*01,Rattus_norvegicus,NA,
IGHV5-46,IGHV5-46*01,Rattus_norvegicus,NA,
IGHV5-50,IGHV5-50*01,Rattus_norvegicus,NA,
IGHV5-54,IGHV5-54*01,Rattus_norvegicus,NA,
IGHV5-55,IGHV5-55*01,Rattus_norvegicus,NA,
IGHV5-58,IGHV5-58*01,Rattus_norvegicus,NA,
IGHV5-61,IGHV5-61*01,Rattus_norvegicus,NA,
IGHV5-62,IGHV5-62*01,Rattus_norvegicus,NA,
IGHV5-63,IGHV5-63*01,Rattus_norvegicus,NA,
IGHV5S10,IGHV5S10*01,Rattus_norvegicus,NA,
IGHV5S11,IGHV5S11*01,Rattus_norvegicus,NA,
IGHV5S13,IGHV5S13*01,Rattus_norvegicus,NA,
IGHV5S14,IGHV5S14*01,Rattus_norvegicus,NA,
IGHV5S23,IGHV5S23*01,Rattus_norvegicus,NA,
IGHV5S33,IGHV5S33*01,Rattus_norvegicus,NA,
IGHV5S47,IGHV5S47*01,Rattus_norvegicus,NA,
IGHV5S54,IGHV5S54*01,Rattus_norvegicus,NA,
IGHV5S8,IGHV5S8*01,Rattus_norvegicus,NA,
IGHV6-10,IGHV6-10*01,Rattus_norvegicus,NA,
IGHV6-13,IGHV6-13*01,Rattus_norvegicus,NA,
IGHV6-14,IGHV6-14*01,Rattus_norvegicus,NA,
IGHV6-15,IGHV6-15*01,Rattus_norvegicus,NA,
IGHV6-16,IGHV6-16*01,Rattus_norvegicus,NA,
IGHV6-18,IGHV6-18*01,Rattus_norvegicus,NA,
IGHV6-19,IGHV6-19*01,Rattus_norvegicus,NA,
IGHV6-20,IGHV6-20*01,Rattus_norvegicus,NA,
IGHV6-21,IGHV6-21*01,Rattus_norvegicus,NA,
IGHV6-22,IGHV6-22*01,Rattus_norvegicus,NA,
IGHV6-8,IGHV6-8*01,Rattus_norvegicus,NA,
IGHV6-9,IGHV6-9*01,Rattus_norvegicus,NA,
IGHV7-10,IGHV7-10*01,Rattus_norvegicus,NA,
IGHV7-13,IGHV7-13*01,Rattus_norvegicus,NA,
IGHV7-14,IGHV7-14*01,Rattus_norvegicus,NA,
IGHV7-15,IGHV7-15*01,Rattus_norvegicus,NA,
IGHV7-16,IGHV7-16*01,Rattus_norvegicus,NA,
IGHV7-6,IGHV7-6*01,Rattus_norvegicus,NA,
IGHV7-7,IGHV7-7*01,Rattus_norvegicus,NA,
IGHV7-8,IGHV7-8*01,Rattus_norvegicus,NA,
IGHV8-16,IGHV8-16*01,Rattus_norvegicus,NA,
IGHV8-17,IGHV8-17*01,Rattus_norvegicus,NA,
IGHV8-20,IGHV8-20*01,Rattus_norvegicus,NA,
IGHV8-22,IGHV8-22*01,Rattus_norvegicus,NA,
IGHV8-23,IGHV8-23*01,Rattus_norvegicus,NA,
IGHV8-24,IGHV8-24*01,Rattus_norvegicus,NA,
IGHV8-25,IGHV8-25*01,Rattus_norvegicus,NA,
IGHV8-27,IGHV8-27*01,Rattus_norvegicus,NA,
IGHV8-28,IGHV8-28*01,Rattus_norvegicus,NA,
IGHV8-31,IGHV8-31*01,Rattus_norvegicus,NA,
IGHV8S18,IGHV8S18*01,Rattus_norvegicus,NA,
IGHV9-5,IGHV9-5*01,Rattus_norvegicus,NA,
IGHV9-6,IGHV9-6*01,Rattus_norvegicus,NA,
IGHV9-7,IGHV9-7*01,Rattus_norvegicus,NA,
IGHV9-8,IGHV9-8*01,Rattus_norvegicus,NA,
IGHV9S3,IGHV9S3*01,Rattus_norvegicus,NA,
IGKV10S11,IGKV10S11*01,Rattus_norvegicus,NA,
IGKV10S12,IGKV10S12*01,Rattus_norvegicus,NA,
IGKV10S5,IGKV10S5*01,Rattus_norvegicus,NA,
IGKV10S6,IGKV10S6*01,Rattus_norvegicus,NA,
IGKV10S9,IGKV10S9*01,Rattus_norvegicus,NA,
IGKV12S1,IGKV12S1*01,Rattus_norvegicus,NA,
IGKV12S11,IGKV12S11*01,Rattus_norvegicus,NA,
IGKV12S12,IGKV12S12*01,Rattus_norvegicus,NA,
IGKV12S14,IGKV12S14*01,Rattus_norvegicus,NA,
IGKV12S16,IGKV12S16*01,Rattus_norvegicus,NA,
IGKV12S17,IGKV12S17*01,Rattus_norvegicus,NA,
IGKV12S20,IGKV12S20*01,Rattus_norvegicus,NA,
IGKV12S22,IGKV12S22*01,Rattus_norvegicus,NA,
IGKV12S23,IGKV12S23*01,Rattus_norvegicus,NA,
IGKV12S24,IGKV12S24*01,Rattus_norvegicus,NA,
IGKV12S25,IGKV12S25*01,Rattus_norvegicus,NA,
IGKV12S26,IGKV12S26*01,Rattus_norvegicus,NA,
IGKV12S27,IGKV12S27*01,Rattus_norvegicus,NA,
IGKV12S28,IGKV12S28*01,Rattus_norvegicus,NA,
IGKV12S29,IGKV12S29*01,Rattus_norvegicus,NA,
IGKV12S30,IGKV12S30*01,Rattus_norvegicus,NA,
IGKV12S31,IGKV12S31*01,Rattus_norvegicus,NA,
IGKV12S32,IGKV12S32*01,Rattus_norvegicus,NA,
IGKV12S34,IGKV12S34*01,Rattus_norvegicus,NA,
IGKV12S36,IGKV12S36*01,Rattus_norvegicus,NA,
IGKV12S38,IGKV12S38*01,Rattus_norvegicus,NA,
IGKV12S39,IGKV12S39*01,Rattus_norvegicus,NA,
IGKV12S5,IGKV12S5*01,Rattus_norvegicus,NA,
IGKV12S7,IGKV12S7*01,Rattus_norvegicus,NA,
IGKV12S8,IGKV12S8*01,Rattus_norvegicus,NA,
IGKV12S9,IGKV12S9*01,Rattus_norvegicus,NA,
IGKV13S7,IGKV13S7*01,Rattus_norvegicus,NA,
IGKV14S1,IGKV14S1*01,Rattus_norvegicus,NA,
IGKV14S13,IGKV14S13*01,Rattus_norvegicus,NA,
IGKV14S14,IGKV14S14*01,Rattus_norvegicus,NA,
IGKV14S15,IGKV14S15*01,Rattus_norvegicus,NA,
IGKV14S16,IGKV14S16*01,Rattus_norvegicus,NA,
IGKV14S18,IGKV14S18*01,Rattus_norvegicus,NA,
IGKV14S19,IGKV14S19*01,Rattus_norvegicus,NA,
IGKV14S2,IGKV14S2*01,Rattus_norvegicus,NA,
IGKV14S22,IGKV14S22*01,Rattus_norvegicus,NA,
IGKV14S4,IGKV14S4*01,Rattus_norvegicus,NA,
IGKV14S8,IGKV14S8*01,Rattus_norvegicus,NA,
IGKV14S9,IGKV14S9*01,Rattus_norvegicus,NA,
IGKV15S2,IGKV15S2*01,Rattus_norvegicus,NA,
IGKV15S3,IGKV15S3*01,Rattus_norvegicus,NA,
IGKV15S4,IGKV15S4*01,Rattus_norvegicus,NA,
IGKV16S1,IGKV16S1*01,Rattus_norvegicus,NA,
IGKV16S2,IGKV16S2*01,Rattus_norvegicus,NA,
IGKV17S1,IGKV17S1*01,Rattus_norvegicus,NA,
IGKV18S1,IGKV18S1*01,Rattus_norvegicus,NA,
IGKV19S1,IGKV19S1*01,Rattus_norvegicus,NA,
IGKV19S2,IGKV19S2*01,Rattus_norvegicus,NA,
IGKV20S1,IGKV20S1*01,Rattus_norvegicus,NA,
IGKV21S2,IGKV21S2*01,Rattus_norvegicus,NA,
IGKV21S3,IGKV21S3*01,Rattus_norvegicus,NA,
IGKV22S1,IGKV22S1*01,Rattus_norvegicus,NA,
IGKV22S10,IGKV22S10*01,Rattus_norvegicus,NA,
IGKV22S2,IGKV22S2*01,Rattus_norvegicus,NA,
IGKV22S4,IGKV22S4*01,Rattus_norvegicus,NA,
IGKV22S5,IGKV22S5*01,Rattus_norvegicus,NA,
IGKV22S6,IGKV22S6*01,Rattus_norvegicus,NA,
IGKV22S7,IGKV22S7*01,Rattus_norvegicus,NA,
IGKV22S8,IGKV22S8*01,Rattus_norvegicus,NA,
IGKV22S9,IGKV22S9*01,Rattus_norvegicus,NA,
IGKV2S11,IGKV2S11*01,Rattus_norvegicus,NA,
IGKV2S17,IGKV2S17*01,Rattus_norvegicus,NA,
IGKV2S21,IGKV2S21*01,Rattus_norvegicus,NA,
IGKV2S22,IGKV2S22*01,Rattus_norvegicus,NA,
IGKV2S23,IGKV2S23*01,Rattus_norvegicus,NA,
IGKV2S24,IGKV2S24*01,Rattus_norvegicus,NA,
IGKV2S25,IGKV2S25*01,Rattus_norvegicus,NA,
IGKV2S26,IGKV2S26*01,Rattus_norvegicus,NA,
IGKV2S27,IGKV2S27*01,Rattus_norvegicus,NA,
IGKV2S6,IGKV2S6*01,Rattus_norvegicus,NA,
IGKV3S1,IGKV3S1*01,Rattus_norvegicus,NA,
IGKV3S10,IGKV3S10*01,Rattus_norvegicus,NA,
IGKV3S12,IGKV3S12*01,Rattus_norvegicus,NA,
IGKV3S13,IGKV3S13*01,Rattus_norvegicus,NA,
IGKV3S14,IGKV3S14*01,Rattus_norvegicus,NA,
IGKV3S15,IGKV3S15*01,Rattus_norvegicus,NA,
IGKV3S17,IGKV3S17*01,Rattus_norvegicus,NA,
IGKV3S18,IGKV3S18*01,Rattus_norvegicus,NA,
IGKV3S19,IGKV3S19*01,Rattus_norvegicus,NA,
IGKV3S6,IGKV3S6*01,Rattus_norvegicus,NA,
IGKV3S7,IGKV3S7*01,Rattus_norvegicus,NA,
IGKV3S8,IGKV3S8*01,Rattus_norvegicus,NA,
IGKV4S10,IGKV4S10*01,Rattus_norvegicus,NA,
IGKV4S11,IGKV4S11*01,Rattus_norvegicus,NA,
IGKV4S12,IGKV4S12*01,Rattus_norvegicus,NA,
IGKV4S13,IGKV4S13*01,Rattus_norvegicus,NA,
IGKV4S14,IGKV4S14*01,Rattus_norvegicus,NA,
IGKV4S15,IGKV4S15*01,Rattus_norvegicus,NA,
IGKV4S16,IGKV4S16*01,Rattus_norvegicus,NA,
IGKV4S18,IGKV4S18*01,Rattus_norvegicus,NA,
IGKV4S19,IGKV4S19*01,Rattus_norvegicus,NA,
IGKV4S2,IGKV4S2*01,Rattus_norvegicus,NA,
IGKV4S20,IGKV4S20*01,Rattus_norvegicus,NA,
IGKV4S21,IGKV4S21*01,Rattus_norvegicus,NA,
IGKV4S3,IGKV4S3*01,Rattus_norvegicus,NA,
IGKV4S4,IGKV4S4*01,Rattus_norvegicus,NA,
IGKV4S5,IGKV4S5*01,Rattus_norvegicus,NA,
IGKV4S6,IGKV4S6*01,Rattus_norvegicus,NA,
IGKV4S7,IGKV4S7*01,Rattus_norvegicus,NA,
IGKV4S8,IGKV4S8*01,Rattus_norvegicus,NA,
IGKV4S9,IGKV4S9*01,Rattus_norvegicus,NA,
IGKV5S1,IGKV5S1*01,Rattus_norvegicus,NA,
IGKV5S10,IGKV5S10*01,Rattus_norvegicus,NA,
IGKV5S12,IGKV5S12*01,Rattus_norvegicus,NA,
IGKV5S2,IGKV5S2*01,Rattus_norvegicus,NA,
IGKV5S4,IGKV5S4*01,Rattus_norvegicus,NA,
IGKV5S5,IGKV5S5*01,Rattus_norvegicus,NA,
IGKV5S6,IGKV5S6*01,Rattus_norvegicus,NA,
IGKV6S10,IGKV6S10*01,Rattus_norvegicus,NA,
IGKV6S11,IGKV6S11*01,Rattus_norvegicus,NA,
IGKV6S2,IGKV6S2*01,Rattus_norvegicus,NA,
IGKV6S3,IGKV6S3*01,Rattus_norvegicus,NA,
IGKV6S4,IGKV6S4*01,Rattus_norvegicus,NA,
IGKV6S5,IGKV6S5*01,Rattus_norvegicus,NA,
IGKV6S6,IGKV6S6*01,Rattus_norvegicus,NA,
IGKV6S7,IGKV6S7*01,Rattus_norvegicus,NA,
IGKV6S8,IGKV6S8*01,Rattus_norvegicus,NA,
IGKV6S9,IGKV6S9*01,Rattus_norvegicus,NA,
IGKV7S1,IGKV7S1*01,Rattus_norvegicus,NA,
IGKV8S10,IGKV8S10*01,Rattus_norvegicus,NA,
IGKV8S11,IGKV8S11*01,Rattus_norvegicus,NA,
IGKV8S2,IGKV8S2*01,Rattus_norvegicus,NA,
IGKV8S4,IGKV8S4*01,Rattus_norvegicus,NA,
IGKV8S5,IGKV8S5*01,Rattus_norvegicus,NA,
IGKV8S6,IGKV8S6*01,Rattus_norvegicus,NA,
IGKV8S7,IGKV8S7*01,Rattus_norvegicus,NA,
IGKV8S8,IGKV8S8*01,Rattus_norvegicus,NA,
IGKV8S9,IGKV8S9*01,Rattus_norvegicus,NA,
IGKV9S1,IGKV9S1*01,Rattus_norvegicus,NA,
IGKV9S2,IGKV9S2*01,Rattus_norvegicus,NA,
IGLV3S4,IGLV3S4*01,Rattus_norvegicus,NA,
IGLV3S5,IGLV3S5*01,Rattus_norvegicus,NA,
IGHV1-100,IGHV1-100*01,Salmo_salar,NA,
IGHV1-104,IGHV1-104*01,Salmo_salar,NA,
IGHV1-117,IGHV1-117*01,Salmo_salar,NA,
IGHV1-122,IGHV1-122*01,Salmo_salar,NA,
IGHV1-18-1,IGHV1-18-1*01,Salmo_salar,NA,
IGHV1-40,IGHV1-40*02,Salmo_salar,NA,
IGHV1-79-1,IGHV1-79-1*01,Salmo_salar,NA,
IGHV10-102,IGHV10-102*01,Salmo_salar,NA,
IGHV10-109,IGHV10-109*01,Salmo_salar,NA,
IGHV10-32,IGHV10-32*01,Salmo_salar,NA,
IGHV10-43,IGHV10-43*01,Salmo_salar,NA,
IGHV10-65,IGHV10-65*01,Salmo_salar,NA,
IGHV10D-112,IGHV10D-112*01,Salmo_salar,NA,
IGHV10D-36,IGHV10D-36*01,Salmo_salar,NA,
IGHV10D-56,IGHV10D-56*01,Salmo_salar,NA,
IGHV10D-72,IGHV10D-72*01,Salmo_salar,NA,
IGHV11-113,IGHV11-113*01,Salmo_salar,NA,
IGHV11-123,IGHV11-123*01,Salmo_salar,NA,
IGHV11-123,IGHV11-123*02,Salmo_salar,NA,
IGHV11-46,IGHV11-46*01,Salmo_salar,NA,
IGHV12D-50,IGHV12D-50*01,Salmo_salar,NA,
IGHV12D-6,IGHV12D-6*01,Salmo_salar,NA,
IGHV14-51,IGHV14-51*01,Salmo_salar,NA,
IGHV15-120,IGHV15-120*01,Salmo_salar,NA,
IGHV15-124,IGHV15-124*01,Salmo_salar,NA,
IGHV15D-126,IGHV15D-126*01,Salmo_salar,NA,
IGHV15D-38,IGHV15D-38*01,Salmo_salar,NA,
IGHV15D-38,IGHV15D-38*02,Salmo_salar,NA,
IGHV15D-60,IGHV15D-60*01,Salmo_salar,NA,
IGHV15D-85,IGHV15D-85*01,Salmo_salar,NA,
IGHV16-121,IGHV16-121*01,Salmo_salar,NA,
IGHV16-15,IGHV16-15*01,Salmo_salar,NA,
IGHV16-23,IGHV16-23*01,Salmo_salar,NA,
IGHV16-83,IGHV16-83*01,Salmo_salar,NA,
IGHV16D-116,IGHV16D-116*01,Salmo_salar,NA,
IGHV16D-127,IGHV16D-127*01,Salmo_salar,NA,
IGHV16D-13,IGHV16D-13*01,Salmo_salar,NA,
IGHV16D-130,IGHV16D-130*01,Salmo_salar,NA,
IGHV16D-23,IGHV16D-23*01,Salmo_salar,NA,
IGHV16D-42,IGHV16D-42*01,Salmo_salar,NA,
IGHV16D-61,IGHV16D-61*01,Salmo_salar,NA,
IGHV16D-64,IGHV16D-64*01,Salmo_salar,NA,
IGHV16D-65,IGHV16D-65*01,Salmo_salar,NA,
IGHV16D-76,IGHV16D-76*01,Salmo_salar,NA,
IGHV16D-86,IGHV16D-86*01,Salmo_salar,NA,
IGHV16D-89,IGHV16D-89*01,Salmo_salar,NA,
IGHV1D-108,IGHV1D-108*01,Salmo_salar,NA,
IGHV1D-128,IGHV1D-128*01,Salmo_salar,NA,
IGHV1D-128,IGHV1D-128*02,Salmo_salar,NA,
IGHV1D-132,IGHV1D-132*01,Salmo_salar,NA,
IGHV1D-132,IGHV1D-132*02,Salmo_salar,NA,
IGHV1D-134,IGHV1D-134*01,Salmo_salar,NA,
IGHV1D-136,IGHV1D-136*01,Salmo_salar,NA,
IGHV1D-139,IGHV1D-139*01,Salmo_salar,NA,
IGHV1D-14,IGHV1D-14*01,Salmo_salar,NA,
IGHV1D-25,IGHV1D-25*01,Salmo_salar,NA,
IGHV1D-25,IGHV1D-25*02,Salmo_salar,NA,
IGHV1D-32,IGHV1D-32*01,Salmo_salar,NA,
IGHV1D-34,IGHV1D-34*01,Salmo_salar,NA,
IGHV1D-5,IGHV1D-5*01,Salmo_salar,NA,
IGHV1D-62,IGHV1D-62*01,Salmo_salar,NA,
IGHV1D-69,IGHV1D-69*01,Salmo_salar,NA,
IGHV1D-87,IGHV1D-87*01,Salmo_salar,NA,
IGHV1D-91,IGHV1D-91*01,Salmo_salar,NA,
IGHV1D-97,IGHV1D-97*01,Salmo_salar,NA,
IGHV1DS1,IGHV1DS1*01,Salmo_salar,NA,
IGHV1DS2,IGHV1DS2*01,Salmo_salar,NA,
IGHV1DS3,IGHV1DS3*01,Salmo_salar,NA,
IGHV1DS4,IGHV1DS4*01,Salmo_salar,NA,
IGHV2-60,IGHV2-60*01,Salmo_salar,NA,
IGHV2-92,IGHV2-92*01,Salmo_salar,NA,
IGHV2D-12,IGHV2D-12*01,Salmo_salar,NA,
IGHV2D-30,IGHV2D-30*01,Salmo_salar,NA,
IGHV2D-39,IGHV2D-39*01,Salmo_salar,NA,
IGHV3-111,IGHV3-111*01,Salmo_salar,NA,
IGHV3-111,IGHV3-111*02,Salmo_salar,NA,
IGHV3D-7,IGHV3D-7*01,Salmo_salar,NA,
IGHV3DS1,IGHV3DS1*01,Salmo_salar,NA,
IGHV4-13,IGHV4-13*01,Salmo_salar,NA,
IGHV4-56,IGHV4-56*01,Salmo_salar,NA,
IGHV4-85,IGHV4-85*01,Salmo_salar,NA,
IGHV4-97,IGHV4-97*01,Salmo_salar,NA,
IGHV4D-100,IGHV4D-100*01,Salmo_salar,NA,
IGHV4D-106,IGHV4D-106*01,Salmo_salar,NA,
IGHV4D-133,IGHV4D-133*01,Salmo_salar,NA,
IGHV4D-51,IGHV4D-51*01,Salmo_salar,NA,
IGHV4D-66,IGHV4D-66*01,Salmo_salar,NA,
IGHV4D-92,IGHV4D-92*01,Salmo_salar,NA,
IGHV5-82,IGHV5-82*01,Salmo_salar,NA,
IGHV6-114,IGHV6-114*01,Salmo_salar,NA,
IGHV6-119,IGHV6-119*01,Salmo_salar,NA,
IGHV6-119,IGHV6-119*02,Salmo_salar,NA,
IGHV6-45,IGHV6-45*01,Salmo_salar,NA,
IGHV6-50,IGHV6-50*01,Salmo_salar,NA,
IGHV6-68,IGHV6-68*01,Salmo_salar,NA,
IGHV6D-109,IGHV6D-109*02,Salmo_salar,NA,
IGHV6D-117,IGHV6D-117*01,Salmo_salar,NA,
IGHV6D-118,IGHV6D-118*01,Salmo_salar,NA,
IGHV6D-137,IGHV6D-137*01,Salmo_salar,NA,
IGHV6D-16,IGHV6D-16*01,Salmo_salar,NA,
IGHV6D-18,IGHV6D-18*01,Salmo_salar,NA,
IGHV6D-70,IGHV6D-70*01,Salmo_salar,NA,
IGHV6D-77,IGHV6D-77*01,Salmo_salar,NA,
IGHV6D-78,IGHV6D-78*01,Salmo_salar,NA,
IGHV6D-95,IGHV6D-95*01,Salmo_salar,NA,
IGHV7-95,IGHV7-95*01,Salmo_salar,NA,
IGHV7D-15,IGHV7D-15*01,Salmo_salar,NA,
IGHV8-103,IGHV8-103*01,Salmo_salar,NA,
IGHV8-103,IGHV8-103*02,Salmo_salar,NA,
IGHV8-105,IGHV8-105*01,Salmo_salar,NA,
IGHV8-105,IGHV8-105*02,Salmo_salar,NA,
IGHV8-110,IGHV8-110*01,Salmo_salar,NA,
IGHV8-110,IGHV8-110*02,Salmo_salar,NA,
IGHV8-24,IGHV8-24*02,Salmo_salar,NA,
IGHV8-37,IGHV8-37*01,Salmo_salar,NA,
IGHV8-49,IGHV8-49*01,Salmo_salar,NA,
IGHV8-53,IGHV8-53*03,Salmo_salar,NA,
IGHV8-58,IGHV8-58*02,Salmo_salar,NA,
IGHV8-66,IGHV8-66*01,Salmo_salar,NA,
IGHV8-67,IGHV8-67*01,Salmo_salar,NA,
IGHV8-69,IGHV8-69*01,Salmo_salar,NA,
IGHV8D-123,IGHV8D-123*01,Salmo_salar,NA,
IGHV8D-48,IGHV8D-48*01,Salmo_salar,NA,
IGHV8D-83,IGHV8D-83*01,Salmo_salar,NA,
IGHV8S1,IGHV8S1*01,Salmo_salar,NA,
IGHV9-11,IGHV9-11*01,Salmo_salar,NA,
IGHV9-76,IGHV9-76*01,Salmo_salar,NA,
IGHV9D-103,IGHV9D-103*01,Salmo_salar,NA,
IGHV9D-104,IGHV9D-104*01,Salmo_salar,NA,
IGHV9D-105,IGHV9D-105*01,Salmo_salar,NA,
IGHV9D-45,IGHV9D-45*01,Salmo_salar,NA,
IGHV9D-46,IGHV9D-46*01,Salmo_salar,NA,
IGHV9D-53,IGHV9D-53*01,Salmo_salar,NA,
IGHV1-6,IGHV1-6*02,Sus_scrofa,NA,
IGKV1-11,IGKV1-11*01,Sus_scrofa,NA,
IGKV1-11,IGKV1-11*02,Sus_scrofa,NA,
IGKV1-14,IGKV1-14*01,Sus_scrofa,NA,
IGKV1-7,IGKV1-7*02,Sus_scrofa,NA,
IGKV1D-11,IGKV1D-11*01,Sus_scrofa,NA,
IGKV2-10,IGKV2-10*02,Sus_scrofa,NA,
IGKV2-6,IGKV2-6*02,Sus_scrofa,NA,
IGKV2-8,IGKV2-8*02,Sus_scrofa,NA,
IGKV2/OR3-1,IGKV2/OR3-1*01,Sus_scrofa,NA,
IGKV2D-12,IGKV2D-12*01,Sus_scrofa,NA,
IGKV3-3,IGKV3-3*02,Sus_scrofa,NA,
IGKV5-4,IGKV5-4*01,Sus_scrofa,NA,
IGKV5-4,IGKV5-4*02,Sus_scrofa,NA,
IGLV3-2,IGLV3-2*02,Sus_scrofa,NA,
IGLV3-4,IGLV3-4*02,Sus_scrofa,NA,
IGLV5-14,IGLV5-14*01,Sus_scrofa,NA,
IGLV7-7,IGLV7-7*01,Sus_scrofa,NA,
IGLV7-9,IGLV7-9*01,Sus_scrofa,NA,
IGLV8-10,IGLV8-10*01,Sus_scrofa,NA,
IGLV8-13,IGLV8-13*01,Sus_scrofa,NA,
IGLV8-16,IGLV8-16*01,Sus_scrofa,NA,
IGLV8-18,IGLV8-18*01,Sus_scrofa,NA,
IGLV8-19,IGLV8-19*01,Sus_scrofa,NA,
IGLV8-19,IGLV8-19*02,Sus_scrofa,NA,
IGLV8-21,IGLV8-21*01,Sus_scrofa,NA,
IGLV8-21,IGLV8-21*02,Sus_scrofa,NA,
TRBV2-4,TRBV2-4*01,Sus_scrofa,NA,
TRBV4-5,TRBV4-5*01,Sus_scrofa,NA,
TRAV14,TRAV14*01,Tursiops_truncatus,NA,
TRAV14,TRAV14*02,Tursiops_truncatus,NA,
TRAV20-1D,TRAV20-1D*01,Tursiops_truncatus,NA,
TRAV8-1D,TRAV8-1D*01,Tursiops_truncatus,NA,
TRAV9,TRAV9*01,Tursiops_truncatus,NA,
TRAV9,TRAV9*02,Tursiops_truncatus,NA,
TRDV1-1D,TRDV1-1D*01,Tursiops_truncatus,NA,
TRDV1-1N,TRDV1-1N*01,Tursiops_truncatus,NA,
IGHV3S13,IGHV3S13*01,Vicugna_pacos,NA,
IGHV3S2,IGHV3S2*01,Vicugna_pacos,NA,
IGHV3S24,IGHV3S24*01,Vicugna_pacos,NA,
IGHV3S28,IGHV3S28*01,Vicugna_pacos,NA,
IGHV3S31,IGHV3S31*01,Vicugna_pacos,NA,
IGHV3S34,IGHV3S34*01,Vicugna_pacos,NA,
IGHV3S36,IGHV3S36*01,Vicugna_pacos,NA,
IGHV3S37,IGHV3S37*01,Vicugna_pacos,NA,
IGHV3S39,IGHV3S39*01,Vicugna_pacos,NA,
IGHV3S47,IGHV3S47*01,Vicugna_pacos,NA,
IGHV3S54,IGHV3S54*01,Vicugna_pacos,NA,
IGHV3S55,IGHV3S55*01,Vicugna_pacos,NA,
IGHV3S56,IGHV3S56*01,Vicugna_pacos,NA,
IGHV3S57,IGHV3S57*01,Vicugna_pacos,NA,
IGHV3S58,IGHV3S58*01,Vicugna_pacos,NA,
IGHV3S59,IGHV3S59*01,Vicugna_pacos,NA,
IGHV3S6,IGHV3S6*01,Vicugna_pacos,NA,
IGHV3S60,IGHV3S60*01,Vicugna_pacos,NA,
IGHV3S61,IGHV3S61*01,Vicugna_pacos,NA,
IGHV3S62,IGHV3S62*01,Vicugna_pacos,NA,
IGHV3S63,IGHV3S63*01,Vicugna_pacos,NA,
IGHV3S64,IGHV3S64*01,Vicugna_pacos,NA,
IGHV3S65,IGHV3S65*01,Vicugna_pacos,NA,
IGHV3S66,IGHV3S66*01,Vicugna_pacos,NA,
IGHV3S67,IGHV3S67*01,Vicugna_pacos,NA,
IGHV3S68,IGHV3S68*01,Vicugna_pacos,NA,
IGHV3S8,IGHV3S8*01,Vicugna_pacos,NA,
IGHV4S3,IGHV4S3*01,Vicugna_pacos,NA,
IGHV4S4,IGHV4S4*01,Vicugna_pacos,NA,
IGHV4S8,IGHV4S8*01,Vicugna_pacos,NA,
TCRBV20-or09_02,TRBV20/OR9-2*01,Homo_sapiens,NA,
TCRBV05-02,TRBV5-1*01,Homo_sapiens,NA,
TCRBV12-03/12-04,TRBV12-1*01,Homo_sapiens,NA,
TCRBV06-02/06-03,TRBV6-2*01,Homo_sapiens,NA,
TCRBV03-01/03-02,TRBV3-1*01,Homo_sapiens,NA,
TCRBV07-05,TRBV7-1*01,Homo_sapiens,NA,
TCRAV01-01,TRAV1-1*01,Homo_sapiens,NA,
TCRAV01-02,TRAV1-2*01,Homo_sapiens,NA,
TCRAV10,TRAV10*01,Homo_sapiens,NA,
TCRAV11,TRAV11*01,Homo_sapiens,NA,
TCRAV12-01,TRAV12-1*01,Homo_sapiens,NA,
TCRAV12-02,TRAV12-2*01,Homo_sapiens,NA,
TCRAV12-03,TRAV12-3*01,Homo_sapiens,NA,
TCRAV13-01,TRAV13-1*01,Homo_sapiens,NA,
TCRAV13-02,TRAV13-2*01,Homo_sapiens,NA,
TCRAV16,TRAV16*01,Homo_sapiens,NA,
TCRAV17,TRAV17*01,Homo_sapiens,NA,
TCRAV18,TRAV18*01,Homo_sapiens,NA,
TCRAV19,TRAV19*01,Homo_sapiens,NA,
TCRAV02,TRAV2*01,Homo_sapiens,NA,
TCRAV20,TRAV20*01,Homo_sapiens,NA,
TCRAV21,TRAV21*01,Homo_sapiens,NA,
TCRAV22,TRAV22*01,Homo_sapiens,NA,
TCRAV24,TRAV24*01,Homo_sapiens,NA,
TCRAV25,TRAV25*01,Homo_sapiens,NA,
TCRAV26-01,TRAV26-1*01,Homo_sapiens,NA,
TCRAV26-02,TRAV26-2*01,Homo_sapiens,NA,
TCRAV27,TRAV27*01,Homo_sapiens,NA,
TCRAV03,TRAV3*01,Homo_sapiens,NA,
TCRAV30,TRAV30*01,Homo_sapiens,NA,
TCRAV34,TRAV34*01,Homo_sapiens,NA,
TCRAV35,TRAV35*01,Homo_sapiens,NA,
TCRAV38-01,TRAV38-1*01,Homo_sapiens,NA,
TCRAV39,TRAV39*01,Homo_sapiens,NA,
TCRAV04,TRAV4*01,Homo_sapiens,NA,
TCRAV40,TRAV40*01,Homo_sapiens,NA,
TCRAV41,TRAV41*01,Homo_sapiens,NA,
TCRAV05,TRAV5*01,Homo_sapiens,NA,
TCRAV06,TRAV6*01,Homo_sapiens,NA,
TCRAV07,TRAV7*01,Homo_sapiens,NA,
